Second,Jitter,Loss,Bitrate
0.00,0.491,73.75%,26.1
10.00,0.464,73.76%,26.2
20.00,0.469,73.76%,26.2
30.00,0.485,73.76%,26.2
40.00,0.482,73.77%,26.2
50.00,0.438,73.76%,26.2
60.00,0.483,73.76%,26.2
70.00,0.462,73.76%,26.2
80.00,0.443,73.77%,26.2
90.00,0.473,73.76%,26.2
100.00,0.487,73.76%,26.2
110.00,0.467,73.76%,26.2
120.00,0.488,73.76%,26.2
130.00,0.492,73.76%,26.2
140.00,0.467,73.76%,26.2
150.00,0.478,73.76%,26.2
160.00,0.487,73.76%,26.2
170.00,0.482,73.76%,26.2
180.00,0.481,73.76%,26.2
190.00,0.542,73.77%,26.2
200.00,0.447,73.76%,26.2
210.00,0.489,73.76%,26.2
220.00,0.423,73.77%,26.2
230.00,0.500,73.76%,26.2
240.00,0.460,73.76%,26.2
250.00,0.493,73.76%,26.2
260.00,0.473,73.77%,26.2
270.00,0.490,73.76%,26.2
280.00,0.415,73.76%,26.2
290.00,0.478,73.76%,26.2
300.00,0.485,73.71%,26.1
