Second,Jitter,Loss,Bitrate
0.00,0.475,70.84%,26.1
10.00,0.463,70.86%,26.2
20.00,0.457,70.85%,26.2
30.00,0.462,70.85%,26.2
40.00,0.470,70.85%,26.2
50.00,0.461,70.85%,26.2
60.00,0.488,70.84%,26.2
70.00,0.453,70.85%,26.2
80.00,0.465,70.86%,26.2
90.00,0.521,70.85%,26.2
100.00,0.495,70.85%,26.2
110.00,0.479,70.85%,26.2
120.00,0.516,70.85%,26.2
130.00,0.470,70.85%,26.2
140.00,0.455,70.85%,26.2
150.00,0.461,70.86%,26.2
160.00,0.564,70.85%,26.2
170.00,0.458,70.85%,26.2
180.00,0.488,70.85%,26.2
190.00,0.475,70.85%,26.2
200.00,0.450,70.85%,26.2
210.00,0.470,70.85%,26.2
220.00,0.457,70.85%,26.2
230.00,0.482,70.85%,26.2
240.00,0.478,70.85%,26.2
250.00,0.491,70.85%,26.2
260.00,0.467,70.86%,26.2
270.00,0.458,70.85%,26.2
280.00,0.450,70.85%,26.2
290.00,0.466,70.85%,26.2
300.00,0.472,70.63%,26.0
